financial_year,council_area,sector,main_client_group,percentage_occupancy
2015/16,Scotland,All Sectors,Physical and Sensory Impairment,89
2015/16,Scotland,Local Authority/Health Board Sectors,All Adults,85
2015/16,Scotland,Local Authority/Health Board Sectors,Learning Disabilities,83
2015/16,Scotland,Local Authority/Health Board Sectors,Mental Health Problems,0
2015/16,Scotland,Local Authority/Health Board Sectors,Older People Aged 65 and Older,85
2015/16,Scotland,Local Authority/Health Board Sectors,Other Groups,0
2015/16,Scotland,Local Authority/Health Board Sectors,Physical and Sensory Impairment,60
2015/16,Scotland,Private Sector,All Adults,88
2015/16,Scotland,Private Sector,Learning Disabilities,90
2015/16,Scotland,Private Sector,Mental Health Problems,89
2015/16,Scotland,Private Sector,Older People Aged 65 and Older,88
2015/16,Scotland,Private Sector,Other Groups,62
2015/16,Scotland,Private Sector,Physical and Sensory Impairment,94
2015/16,Scotland,Voluntary or Not for Profit Sector,All Adults,92
2015/16,Scotland,Voluntary or Not for Profit Sector,Learning Disabilities,91
2015/16,Scotland,Voluntary or Not for Profit Sector,Mental Health Problems,94
2015/16,Scotland,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2015/16,Scotland,Voluntary or Not for Profit Sector,Other Groups,87
2015/16,Scotland,Voluntary or Not for Profit Sector,Physical and Sensory Impairment,88
2015/16,Scottish Borders,All Sectors,All Adults,85
2015/16,Scottish Borders,All Sectors,Learning Disabilities,92
2015/16,Scottish Borders,All Sectors,Mental Health Problems,0
2015/16,Scottish Borders,All Sectors,Older People Aged 65 and Older,84
2015/16,Scottish Borders,All Sectors,Other Groups,0
2015/16,Scottish Borders,All Sectors,Physical and Sensory Impairment,0
2015/16,Scottish Borders,Local Authority/Health Board Sectors,All Adults,0
2015/16,Scottish Borders,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2015/16,Scottish Borders,Private Sector,All Adults,84
2015/16,Scottish Borders,Private Sector,Older People Aged 65 and Older,84
2015/16,Scottish Borders,Voluntary or Not for Profit Sector,All Adults,93
2015/16,Scottish Borders,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2015/16,Shetland Islands,All Sectors,All Adults,87
2015/16,Shetland Islands,All Sectors,Mental Health Problems,0
2015/16,Shetland Islands,All Sectors,Older People Aged 65 and Older,91
2015/16,Shetland Islands,All Sectors,Other Groups,0
2015/16,Shetland Islands,All Sectors,Physical and Sensory Impairment,0
2015/16,Shetland Islands,Local Authority/Health Board Sectors,All Adults,87
2015/16,Shetland Islands,Local Authority/Health Board Sectors,Older People Aged 65 and Older,91
2015/16,Shetland Islands,Private Sector,All Adults,0
2015/16,Shetland Islands,Private Sector,Older People Aged 65 and Older,0
2015/16,Shetland Islands,Voluntary or Not for Profit Sector,All Adults,88
2015/16,South Ayrshire,All Sectors,All Adults,85
2015/16,South Ayrshire,All Sectors,Learning Disabilities,81
2015/16,South Ayrshire,All Sectors,Mental Health Problems,0
2015/16,South Ayrshire,All Sectors,Older People Aged 65 and Older,86
2015/16,South Ayrshire,All Sectors,Other Groups,0
2015/16,South Ayrshire,All Sectors,Physical and Sensory Impairment,0
2015/16,South Ayrshire,Local Authority/Health Board Sectors,All Adults,84
2015/16,South Ayrshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,87
2015/16,South Ayrshire,Private Sector,All Adults,85
2015/16,South Ayrshire,Private Sector,Older People Aged 65 and Older,85
2015/16,South Ayrshire,Voluntary or Not for Profit Sector,All Adults,89
2015/16,South Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,87
2015/16,South Lanarkshire,All Sectors,All Adults,91
2015/16,South Lanarkshire,All Sectors,Learning Disabilities,83
2015/16,South Lanarkshire,All Sectors,Mental Health Problems,100
2015/16,South Lanarkshire,All Sectors,Older People Aged 65 and Older,92
2015/16,South Lanarkshire,All Sectors,Other Groups,0
2015/16,South Lanarkshire,All Sectors,Physical and Sensory Impairment,100
2015/16,South Lanarkshire,Local Authority/Health Board Sectors,All Adults,95
2015/16,South Lanarkshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,95
2015/16,South Lanarkshire,Private Sector,All Adults,91
2015/16,South Lanarkshire,Private Sector,Older People Aged 65 and Older,91
2015/16,South Lanarkshire,Voluntary or Not for Profit Sector,All Adults,92
2015/16,South Lanarkshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,95
2015/16,Stirling,All Sectors,All Adults,89
2015/16,Stirling,All Sectors,Learning Disabilities,88
2015/16,Stirling,All Sectors,Mental Health Problems,102
2015/16,Stirling,All Sectors,Older People Aged 65 and Older,87
2015/16,Stirling,All Sectors,Other Groups,0
2015/16,Stirling,All Sectors,Physical and Sensory Impairment,88
2015/16,Stirling,Local Authority/Health Board Sectors,All Adults,83
2015/16,Stirling,Local Authority/Health Board Sectors,Older People Aged 65 and Older,83
2015/16,Stirling,Private Sector,All Adults,90
2015/16,Stirling,Private Sector,Older People Aged 65 and Older,88
2015/16,Stirling,Voluntary or Not for Profit Sector,All Adults,88
2015/16,Stirling,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,81
2015/16,West Dunbartonshire,All Sectors,All Adults,90
2015/16,West Dunbartonshire,All Sectors,Learning Disabilities,100
2015/16,West Dunbartonshire,All Sectors,Mental Health Problems,0
2015/16,West Dunbartonshire,All Sectors,Older People Aged 65 and Older,90
2015/16,West Dunbartonshire,All Sectors,Other Groups,0
2015/16,West Dunbartonshire,All Sectors,Physical and Sensory Impairment,0
2015/16,West Dunbartonshire,Local Authority/Health Board Sectors,All Adults,90
2015/16,West Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,90
2015/16,West Dunbartonshire,Private Sector,All Adults,89
2015/16,West Dunbartonshire,Private Sector,Older People Aged 65 and Older,89
2015/16,West Dunbartonshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2015/16,West Lothian,All Sectors,All Adults,93
2015/16,West Lothian,All Sectors,Learning Disabilities,93
2015/16,West Lothian,All Sectors,Mental Health Problems,0
2015/16,West Lothian,All Sectors,Older People Aged 65 and Older,93
2015/16,West Lothian,All Sectors,Other Groups,0
2015/16,West Lothian,All Sectors,Physical and Sensory Impairment,85
2015/16,West Lothian,Local Authority/Health Board Sectors,All Adults,91
2015/16,West Lothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,91
2015/16,West Lothian,Private Sector,All Adults,93
2015/16,West Lothian,Private Sector,Older People Aged 65 and Older,93
2015/16,West Lothian,Voluntary or Not for Profit Sector,All Adults,94
2015/16,West Lothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2016/17,Aberdeen City,All Sectors,All Adults,93
2016/17,Aberdeen City,All Sectors,Learning Disabilities,90
2016/17,Aberdeen City,All Sectors,Mental Health Problems,94
2016/17,Aberdeen City,All Sectors,Older People Aged 65 and Older,93
2016/17,Aberdeen City,All Sectors,Other Groups,88
2016/17,Aberdeen City,All Sectors,Physical and Sensory Impairment,87
2016/17,Aberdeen City,Local Authority/Health Board Sectors,All Adults,0
2016/17,Aberdeen City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2016/17,Aberdeen City,Private Sector,All Adults,92
2016/17,Aberdeen City,Private Sector,Older People Aged 65 and Older,93
2016/17,Aberdeen City,Voluntary or Not for Profit Sector,All Adults,94
2016/17,Aberdeen City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,97
2016/17,Aberdeenshire,All Sectors,All Adults,89
2016/17,Aberdeenshire,All Sectors,Learning Disabilities,96
2016/17,Aberdeenshire,All Sectors,Mental Health Problems,91
2016/17,Aberdeenshire,All Sectors,Older People Aged 65 and Older,89
2016/17,Aberdeenshire,All Sectors,Other Groups,0
2016/17,Aberdeenshire,All Sectors,Physical and Sensory Impairment,0
2016/17,Aberdeenshire,Local Authority/Health Board Sectors,All Adults,87
2016/17,Aberdeenshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,88
2016/17,Aberdeenshire,Private Sector,All Adults,88
2016/17,Aberdeenshire,Private Sector,Older People Aged 65 and Older,87
2016/17,Aberdeenshire,Voluntary or Not for Profit Sector,All Adults,102
2016/17,Aberdeenshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,106
2016/17,Angus,All Sectors,All Adults,90
2016/17,Angus,All Sectors,Learning Disabilities,90
2016/17,Angus,All Sectors,Mental Health Problems,0
2016/17,Angus,All Sectors,Older People Aged 65 and Older,90
2016/17,Angus,All Sectors,Other Groups,0
2016/17,Angus,All Sectors,Physical and Sensory Impairment,0
2016/17,Angus,Local Authority/Health Board Sectors,All Adults,83
2016/17,Angus,Local Authority/Health Board Sectors,Older People Aged 65 and Older,83
2016/17,Angus,Private Sector,All Adults,90
2016/17,Angus,Private Sector,Older People Aged 65 and Older,90
2016/17,Angus,Voluntary or Not for Profit Sector,All Adults,100
2016/17,Angus,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2016/17,Argyll and Bute,All Sectors,All Adults,90
2016/17,Argyll and Bute,All Sectors,Learning Disabilities,88
2016/17,Argyll and Bute,All Sectors,Mental Health Problems,0
2016/17,Argyll and Bute,All Sectors,Older People Aged 65 and Older,90
2016/17,Argyll and Bute,All Sectors,Other Groups,0
2016/17,Argyll and Bute,All Sectors,Physical and Sensory Impairment,0
2016/17,Argyll and Bute,Local Authority/Health Board Sectors,All Adults,98
2016/17,Argyll and Bute,Local Authority/Health Board Sectors,Older People Aged 65 and Older,98
2016/17,Argyll and Bute,Private Sector,All Adults,90
2016/17,Argyll and Bute,Private Sector,Older People Aged 65 and Older,90
2016/17,Argyll and Bute,Voluntary or Not for Profit Sector,All Adults,74
2016/17,Argyll and Bute,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,75
2016/17,City of Edinburgh,All Sectors,All Adults,89
2016/17,City of Edinburgh,All Sectors,Learning Disabilities,84
2016/17,City of Edinburgh,All Sectors,Mental Health Problems,100
2016/17,City of Edinburgh,All Sectors,Older People Aged 65 and Older,89
2016/17,City of Edinburgh,All Sectors,Other Groups,75
2016/17,City of Edinburgh,All Sectors,Physical and Sensory Impairment,106
2016/17,City of Edinburgh,Local Authority/Health Board Sectors,All Adults,85
2016/17,City of Edinburgh,Local Authority/Health Board Sectors,Older People Aged 65 and Older,86
2016/17,City of Edinburgh,Private Sector,All Adults,88
2016/17,City of Edinburgh,Private Sector,Older People Aged 65 and Older,88
2016/17,City of Edinburgh,Voluntary or Not for Profit Sector,All Adults,96
2016/17,City of Edinburgh,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,96
2016/17,Clackmannanshire,All Sectors,All Adults,94
2016/17,Clackmannanshire,All Sectors,Learning Disabilities,91
2016/17,Clackmannanshire,All Sectors,Mental Health Problems,96
2016/17,Clackmannanshire,All Sectors,Older People Aged 65 and Older,95
2016/17,Clackmannanshire,All Sectors,Other Groups,0
2016/17,Clackmannanshire,All Sectors,Physical and Sensory Impairment,0
2016/17,Clackmannanshire,Local Authority/Health Board Sectors,All Adults,88
2016/17,Clackmannanshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,88
2016/17,Clackmannanshire,Private Sector,All Adults,96
2016/17,Clackmannanshire,Private Sector,Older People Aged 65 and Older,96
2016/17,Clackmannanshire,Voluntary or Not for Profit Sector,All Adults,88
2016/17,Clackmannanshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2016/17,Dumfries and Galloway,All Sectors,All Adults,91
2016/17,Dumfries and Galloway,All Sectors,Learning Disabilities,100
2016/17,Dumfries and Galloway,All Sectors,Mental Health Problems,72
2016/17,Dumfries and Galloway,All Sectors,Older People Aged 65 and Older,92
2016/17,Dumfries and Galloway,All Sectors,Other Groups,0
2016/17,Dumfries and Galloway,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2016/17,Dumfries and Galloway,Private Sector,All Adults,91
2016/17,Dumfries and Galloway,Private Sector,Older People Aged 65 and Older,92
2016/17,Dumfries and Galloway,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,90
2016/17,Dundee City,All Sectors,All Adults,87
2016/17,Dundee City,All Sectors,Learning Disabilities,96
2016/17,Dundee City,All Sectors,Mental Health Problems,80
2016/17,Dundee City,All Sectors,Older People Aged 65 and Older,88
2016/17,Dundee City,All Sectors,Other Groups,0
2016/17,Dundee City,All Sectors,Physical and Sensory Impairment,50
2016/17,Dundee City,Local Authority/Health Board Sectors,All Adults,79
2016/17,Dundee City,Local Authority/Health Board Sectors,Older People Aged 65 and Older,80
2016/17,Dundee City,Private Sector,All Adults,88
2016/17,Dundee City,Private Sector,Older People Aged 65 and Older,88
2016/17,Dundee City,Voluntary or Not for Profit Sector,All Adults,94
2016/17,Dundee City,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,94
2016/17,East Ayrshire,All Sectors,All Adults,86
2016/17,East Ayrshire,All Sectors,Learning Disabilities,100
2016/17,East Ayrshire,All Sectors,Mental Health Problems,50
2016/17,East Ayrshire,All Sectors,Older People Aged 65 and Older,86
2016/17,East Ayrshire,All Sectors,Other Groups,0
2016/17,East Ayrshire,All Sectors,Physical and Sensory Impairment,100
2016/17,East Ayrshire,Private Sector,All Adults,86
2016/17,East Ayrshire,Voluntary or Not for Profit Sector,All Adults,0
2016/17,East Ayrshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,0
2016/17,East Dunbartonshire,All Sectors,All Adults,91
2016/17,East Dunbartonshire,All Sectors,Learning Disabilities,100
2016/17,East Dunbartonshire,All Sectors,Mental Health Problems,87
2016/17,East Dunbartonshire,All Sectors,Older People Aged 65 and Older,91
2016/17,East Dunbartonshire,All Sectors,Other Groups,0
2016/17,East Dunbartonshire,All Sectors,Physical and Sensory Impairment,95
2016/17,East Dunbartonshire,Local Authority/Health Board Sectors,All Adults,100
2016/17,East Dunbartonshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,0
2016/17,East Dunbartonshire,Private Sector,All Adults,91
2016/17,East Dunbartonshire,Voluntary or Not for Profit Sector,All Adults,83
2016/17,East Lothian,All Sectors,All Adults,89
2016/17,East Lothian,All Sectors,Learning Disabilities,100
2016/17,East Lothian,All Sectors,Mental Health Problems,0
2016/17,East Lothian,All Sectors,Older People Aged 65 and Older,89
2016/17,East Lothian,All Sectors,Other Groups,0
2016/17,East Lothian,All Sectors,Physical and Sensory Impairment,100
2016/17,East Lothian,Local Authority/Health Board Sectors,All Adults,96
2016/17,East Lothian,Local Authority/Health Board Sectors,Older People Aged 65 and Older,96
2016/17,East Lothian,Private Sector,All Adults,86
2016/17,East Lothian,Private Sector,Older People Aged 65 and Older,86
2016/17,East Lothian,Voluntary or Not for Profit Sector,All Adults,100
2016/17,East Lothian,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,100
2016/17,East Renfrewshire,All Sectors,All Adults,81
2016/17,East Renfrewshire,All Sectors,Learning Disabilities,110
2016/17,East Renfrewshire,All Sectors,Mental Health Problems,0
2016/17,East Renfrewshire,All Sectors,Older People Aged 65 and Older,81
2016/17,East Renfrewshire,All Sectors,Other Groups,0
2016/17,East Renfrewshire,All Sectors,Physical and Sensory Impairment,0
2016/17,East Renfrewshire,Local Authority/Health Board Sectors,All Adults,68
2016/17,East Renfrewshire,Local Authority/Health Board Sectors,Older People Aged 65 and Older,68
2016/17,East Renfrewshire,Private Sector,All Adults,79
2016/17,East Renfrewshire,Private Sector,Older People Aged 65 and Older,79
2016/17,East Renfrewshire,Voluntary or Not for Profit Sector,All Adults,94
2016/17,East Renfrewshire,Voluntary or Not for Profit Sector,Older People Aged 65 and Older,93
2016/17,Falkirk,All Sectors,All Adults,84
2016/17,Falkirk,All Sectors,Learning Disabilities,79
2016/17,Falkirk,All Sectors,Mental Health Problems,91
2016/17,Falkirk,All Sectors,Older People Aged 65 and Older,84
2016/17,Falkirk,All Sectors,Other Groups,0
2016/17,Falkirk,All Sectors,Physical and Sensory Impairment,0
2016/17,Falkirk,Local Authority/Health Board Sectors,All Adults,83
2016/17,Falkirk,Local Authority/Health Board Sectors,Older People Aged 65 and Older,84
2016/17,Falkirk,Private Sector,All Adults,83
