date,council_area_2019,main_client_group,sector,percentage_occupancy,council_area,financial_year
2018-03-31,S12000050,Mental Health Problems,All Sectors,99,North Lanarkshire,2017/18
2018-03-31,S92000003,Mental Health Problems,All Sectors,88,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,0,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Private Sector,84,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,96,Scotland,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,All Sectors,91,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,81,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Private Sector,93,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Clackmannanshire,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,All Sectors,92,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Private Sector,91,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,95,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,All Sectors,88,East Ayrshire,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,Private Sector,88,East Ayrshire,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Ayrshire,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,All Sectors,85,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,93,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Private Sector,82,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,East Lothian,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,All Sectors,85,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,76,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Private Sector,84,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,96,East Renfrewshire,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,All Sectors,95,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,94,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Private Sector,98,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,96,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,All Sectors,90,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Local Authority/Health Board Sectors,86,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Private Sector,91,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,95,Falkirk,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,All Sectors,88,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Local Authority/Health Board Sectors,93,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Private Sector,88,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,83,Highland,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,All Sectors,89,Inverclyde,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,Private Sector,91,Inverclyde,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,All Sectors,93,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Local Authority/Health Board Sectors,96,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Private Sector,93,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Midlothian,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,All Sectors,91,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Private Sector,92,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,79,Moray,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,All Sectors,86,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Local Authority/Health Board Sectors,100,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Private Sector,85,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,88,North Ayrshire,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,All Sectors,85,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Local Authority/Health Board Sectors,85,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Private Sector,0,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Orkney Islands,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,All Sectors,83,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Private Sector,82,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,Scottish Borders,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,All Sectors,89,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Local Authority/Health Board Sectors,87,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Private Sector,0,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,Shetland Islands,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,All Sectors,85,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Local Authority/Health Board Sectors,59,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Private Sector,86,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,85,South Ayrshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,All Sectors,76,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Local Authority/Health Board Sectors,82,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Private Sector,74,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,South Lanarkshire,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,All Sectors,83,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Local Authority/Health Board Sectors,79,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Private Sector,83,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,87,Stirling,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,All Sectors,85,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Private Sector,84,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,93,Aberdeen City,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,All Sectors,88,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Local Authority/Health Board Sectors,89,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Private Sector,87,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,99,Aberdeenshire,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,All Sectors,84,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Local Authority/Health Board Sectors,91,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Private Sector,84,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,73,Argyll and Bute,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,All Sectors,88,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Local Authority/Health Board Sectors,85,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Private Sector,87,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,95,City of Edinburgh,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,All Sectors,89,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Local Authority/Health Board Sectors,74,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Private Sector,89,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,Renfrewshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,All Sectors,77,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Local Authority/Health Board Sectors,84,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Private Sector,75,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,West Dunbartonshire,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,All Sectors,95,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Local Authority/Health Board Sectors,96,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Private Sector,95,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,West Lothian,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,All Sectors,92,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Local Authority/Health Board Sectors,90,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Private Sector,92,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,98,Angus,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,All Sectors,89,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Local Authority/Health Board Sectors,97,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Private Sector,88,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Dundee City,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,All Sectors,80,East Dunbartonshire,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,East Dunbartonshire,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,Private Sector,80,East Dunbartonshire,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,All Sectors,87,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Local Authority/Health Board Sectors,93,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Private Sector,86,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,91,Fife,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,All Sectors,87,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Local Authority/Health Board Sectors,81,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Private Sector,86,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,97,Perth and Kinross,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,All Sectors,79,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Local Authority/Health Board Sectors,96,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Private Sector,74,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,94,Glasgow City,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,All Sectors,83,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Local Authority/Health Board Sectors,74,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Private Sector,82,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,100,North Lanarkshire,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,All Sectors,86,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Local Authority/Health Board Sectors,88,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Private Sector,84,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,92,Scotland,2017/18
2018-03-31,S12000005,Other Groups,All Sectors,0,Clackmannanshire,2017/18
2018-03-31,S12000006,Other Groups,All Sectors,0,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Other Groups,All Sectors,0,East Ayrshire,2017/18
2018-03-31,S12000010,Other Groups,All Sectors,0,East Lothian,2017/18
2018-03-31,S12000011,Other Groups,All Sectors,0,East Renfrewshire,2017/18
2018-03-31,S12000013,Other Groups,All Sectors,0,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Other Groups,All Sectors,0,Falkirk,2017/18
2018-03-31,S12000017,Other Groups,All Sectors,67,Highland,2017/18
2018-03-31,S12000018,Other Groups,All Sectors,0,Inverclyde,2017/18
2018-03-31,S12000019,Other Groups,All Sectors,0,Midlothian,2017/18
2018-03-31,S12000020,Other Groups,All Sectors,0,Moray,2017/18
2018-03-31,S12000021,Other Groups,All Sectors,0,North Ayrshire,2017/18
2018-03-31,S12000023,Other Groups,All Sectors,0,Orkney Islands,2017/18
2018-03-31,S12000026,Other Groups,All Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000027,Other Groups,All Sectors,0,Shetland Islands,2017/18
2018-03-31,S12000028,Other Groups,All Sectors,0,South Ayrshire,2017/18
2018-03-31,S12000029,Other Groups,All Sectors,96,South Lanarkshire,2017/18
2018-03-31,S12000030,Other Groups,All Sectors,0,Stirling,2017/18
2018-03-31,S12000033,Other Groups,All Sectors,85,Aberdeen City,2017/18
2018-03-31,S12000034,Other Groups,All Sectors,0,Aberdeenshire,2017/18
2018-03-31,S12000035,Other Groups,All Sectors,0,Argyll and Bute,2017/18
2018-03-31,S12000036,Other Groups,All Sectors,75,City of Edinburgh,2017/18
2018-03-31,S12000038,Other Groups,All Sectors,0,Renfrewshire,2017/18
2018-03-31,S12000039,Other Groups,All Sectors,0,West Dunbartonshire,2017/18
2018-03-31,S12000040,Other Groups,All Sectors,0,West Lothian,2017/18
2018-03-31,S12000041,Other Groups,All Sectors,0,Angus,2017/18
2018-03-31,S12000042,Other Groups,All Sectors,86,Dundee City,2017/18
2018-03-31,S12000045,Other Groups,All Sectors,0,East Dunbartonshire,2017/18
2018-03-31,S12000047,Other Groups,All Sectors,0,Fife,2017/18
2018-03-31,S12000048,Other Groups,All Sectors,0,Perth and Kinross,2017/18
2018-03-31,S12000049,Other Groups,All Sectors,72,Glasgow City,2017/18
2018-03-31,S12000050,Other Groups,All Sectors,100,North Lanarkshire,2017/18
2018-03-31,S92000003,Other Groups,All Sectors,79,Scotland,2017/18
2018-03-31,S92000003,Other Groups,Local Authority/Health Board Sectors,0,Scotland,2017/18
2018-03-31,S92000003,Other Groups,Private Sector,92,Scotland,2017/18
2018-03-31,S92000003,Other Groups,Voluntary or Not for Profit Sector,74,Scotland,2017/18
2018-03-31,S12000005,Physical and Sensory Impairment,All Sectors,0,Clackmannanshire,2017/18
2018-03-31,S12000006,Physical and Sensory Impairment,All Sectors,0,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Physical and Sensory Impairment,All Sectors,100,East Ayrshire,2017/18
2018-03-31,S12000010,Physical and Sensory Impairment,All Sectors,100,East Lothian,2017/18
2018-03-31,S12000011,Physical and Sensory Impairment,All Sectors,0,East Renfrewshire,2017/18
2018-03-31,S12000013,Physical and Sensory Impairment,All Sectors,0,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Physical and Sensory Impairment,All Sectors,0,Falkirk,2017/18
2018-03-31,S12000017,Physical and Sensory Impairment,All Sectors,90,Highland,2017/18
2018-03-31,S12000018,Physical and Sensory Impairment,All Sectors,92,Inverclyde,2017/18
2018-03-31,S12000019,Physical and Sensory Impairment,All Sectors,0,Midlothian,2017/18
2018-03-31,S12000020,Physical and Sensory Impairment,All Sectors,0,Moray,2017/18
2018-03-31,S12000021,Physical and Sensory Impairment,All Sectors,0,North Ayrshire,2017/18
2018-03-31,S12000023,Physical and Sensory Impairment,All Sectors,0,Orkney Islands,2017/18
2018-03-31,S12000026,Physical and Sensory Impairment,All Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000027,Physical and Sensory Impairment,All Sectors,0,Shetland Islands,2017/18
2018-03-31,S12000028,Physical and Sensory Impairment,All Sectors,87,South Ayrshire,2017/18
2018-03-31,S12000029,Physical and Sensory Impairment,All Sectors,90,South Lanarkshire,2017/18
2018-03-31,S12000030,Physical and Sensory Impairment,All Sectors,100,Stirling,2017/18
2018-03-31,S12000033,Physical and Sensory Impairment,All Sectors,88,Aberdeen City,2017/18
2018-03-31,S12000034,Physical and Sensory Impairment,All Sectors,0,Aberdeenshire,2017/18
2018-03-31,S12000035,Physical and Sensory Impairment,All Sectors,0,Argyll and Bute,2017/18
