date,council_area_2019,main_client_group,sector,number_of_places,council_area,financial_year
2018-03-31,S12000013,Mental Health Problems,All Sectors,0,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Mental Health Problems,All Sectors,23,Falkirk,2017/18
2018-03-31,S12000017,Mental Health Problems,All Sectors,91,Highland,2017/18
2018-03-31,S12000018,Mental Health Problems,All Sectors,9,Inverclyde,2017/18
2018-03-31,S12000019,Mental Health Problems,All Sectors,0,Midlothian,2017/18
2018-03-31,S12000020,Mental Health Problems,All Sectors,0,Moray,2017/18
2018-03-31,S12000021,Mental Health Problems,All Sectors,8,North Ayrshire,2017/18
2018-03-31,S12000023,Mental Health Problems,All Sectors,0,Orkney Islands,2017/18
2018-03-31,S12000026,Mental Health Problems,All Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000027,Mental Health Problems,All Sectors,0,Shetland Islands,2017/18
2018-03-31,S12000028,Mental Health Problems,All Sectors,0,South Ayrshire,2017/18
2018-03-31,S12000029,Mental Health Problems,All Sectors,70,South Lanarkshire,2017/18
2018-03-31,S12000030,Mental Health Problems,All Sectors,91,Stirling,2017/18
2018-03-31,S12000033,Mental Health Problems,All Sectors,82,Aberdeen City,2017/18
2018-03-31,S12000034,Mental Health Problems,All Sectors,44,Aberdeenshire,2017/18
2018-03-31,S12000035,Mental Health Problems,All Sectors,0,Argyll and Bute,2017/18
2018-03-31,S12000036,Mental Health Problems,All Sectors,15,City of Edinburgh,2017/18
2018-03-31,S12000038,Mental Health Problems,All Sectors,0,Renfrewshire,2017/18
2018-03-31,S12000039,Mental Health Problems,All Sectors,0,West Dunbartonshire,2017/18
2018-03-31,S12000040,Mental Health Problems,All Sectors,0,West Lothian,2017/18
2018-03-31,S12000041,Mental Health Problems,All Sectors,0,Angus,2017/18
2018-03-31,S12000042,Mental Health Problems,All Sectors,0,Dundee City,2017/18
2018-03-31,S12000045,Mental Health Problems,All Sectors,68,East Dunbartonshire,2017/18
2018-03-31,S12000047,Mental Health Problems,All Sectors,32,Fife,2017/18
2018-03-31,S12000048,Mental Health Problems,All Sectors,0,Perth and Kinross,2017/18
2018-03-31,S12000049,Mental Health Problems,All Sectors,222,Glasgow City,2017/18
2018-03-31,S12000050,Mental Health Problems,All Sectors,80,North Lanarkshire,2017/18
2018-03-31,S92000003,Mental Health Problems,All Sectors,962,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Local Authority/Health Board Sectors,0,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Private Sector,621,Scotland,2017/18
2018-03-31,S92000003,Mental Health Problems,Voluntary or Not for Profit Sector,341,Scotland,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,All Sectors,282,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Local Authority/Health Board Sectors,52,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Private Sector,230,Clackmannanshire,2017/18
2018-03-31,S12000005,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Clackmannanshire,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,All Sectors,1062,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Private Sector,821,Dumfries and Galloway,2017/18
2018-03-31,S12000006,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,241,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,All Sectors,903,East Ayrshire,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,Local Authority/Health Board Sectors,2,East Ayrshire,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,Private Sector,901,East Ayrshire,2017/18
2018-03-31,S12000008,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,East Ayrshire,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,All Sectors,618,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Local Authority/Health Board Sectors,123,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Private Sector,458,East Lothian,2017/18
2018-03-31,S12000010,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,37,East Lothian,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,All Sectors,693,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Local Authority/Health Board Sectors,34,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Private Sector,545,East Renfrewshire,2017/18
2018-03-31,S12000011,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,114,East Renfrewshire,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,All Sectors,216,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Local Authority/Health Board Sectors,127,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Private Sector,40,Na h-Eileanan Siar,2017/18
2018-03-31,S12000013,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,49,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,All Sectors,981,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Local Authority/Health Board Sectors,132,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Private Sector,789,Falkirk,2017/18
2018-03-31,S12000014,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,60,Falkirk,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,All Sectors,1739,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Local Authority/Health Board Sectors,214,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Private Sector,1284,Highland,2017/18
2018-03-31,S12000017,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,241,Highland,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,All Sectors,760,Inverclyde,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,Local Authority/Health Board Sectors,4,Inverclyde,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,Private Sector,561,Inverclyde,2017/18
2018-03-31,S12000018,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,195,Inverclyde,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,All Sectors,553,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Local Authority/Health Board Sectors,102,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Private Sector,403,Midlothian,2017/18
2018-03-31,S12000019,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,48,Midlothian,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,All Sectors,597,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Private Sector,544,Moray,2017/18
2018-03-31,S12000020,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,53,Moray,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,All Sectors,1073,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Local Authority/Health Board Sectors,34,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Private Sector,971,North Ayrshire,2017/18
2018-03-31,S12000021,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,68,North Ayrshire,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,All Sectors,111,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Local Authority/Health Board Sectors,111,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Private Sector,0,Orkney Islands,2017/18
2018-03-31,S12000023,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,Orkney Islands,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,All Sectors,716,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Private Sector,693,Scottish Borders,2017/18
2018-03-31,S12000026,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,23,Scottish Borders,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,All Sectors,149,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Local Authority/Health Board Sectors,133,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Private Sector,0,Shetland Islands,2017/18
2018-03-31,S12000027,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,16,Shetland Islands,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,All Sectors,1105,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Local Authority/Health Board Sectors,54,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Private Sector,957,South Ayrshire,2017/18
2018-03-31,S12000028,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,94,South Ayrshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,All Sectors,2506,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Local Authority/Health Board Sectors,273,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Private Sector,2016,South Lanarkshire,2017/18
2018-03-31,S12000029,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,217,South Lanarkshire,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,All Sectors,498,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Local Authority/Health Board Sectors,47,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Private Sector,404,Stirling,2017/18
2018-03-31,S12000030,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,47,Stirling,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,All Sectors,1425,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Private Sector,1261,Aberdeen City,2017/18
2018-03-31,S12000033,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,164,Aberdeen City,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,All Sectors,1737,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Local Authority/Health Board Sectors,306,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Private Sector,1302,Aberdeenshire,2017/18
2018-03-31,S12000034,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,129,Aberdeenshire,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,All Sectors,576,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Local Authority/Health Board Sectors,89,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Private Sector,435,Argyll and Bute,2017/18
2018-03-31,S12000035,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,52,Argyll and Bute,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,All Sectors,2982,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Local Authority/Health Board Sectors,488,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Private Sector,2042,City of Edinburgh,2017/18
2018-03-31,S12000036,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,452,City of Edinburgh,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,All Sectors,1386,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Local Authority/Health Board Sectors,168,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Private Sector,914,Renfrewshire,2017/18
2018-03-31,S12000038,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,304,Renfrewshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,All Sectors,601,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Local Authority/Health Board Sectors,168,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Private Sector,433,West Dunbartonshire,2017/18
2018-03-31,S12000039,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,0,West Dunbartonshire,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,All Sectors,884,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Local Authority/Health Board Sectors,141,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Private Sector,721,West Lothian,2017/18
2018-03-31,S12000040,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,22,West Lothian,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,All Sectors,1078,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Local Authority/Health Board Sectors,82,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Private Sector,956,Angus,2017/18
2018-03-31,S12000041,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,40,Angus,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,All Sectors,1070,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Local Authority/Health Board Sectors,112,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Private Sector,910,Dundee City,2017/18
2018-03-31,S12000042,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,48,Dundee City,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,All Sectors,880,East Dunbartonshire,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,Local Authority/Health Board Sectors,0,East Dunbartonshire,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,Private Sector,878,East Dunbartonshire,2017/18
2018-03-31,S12000045,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,2,East Dunbartonshire,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,All Sectors,2967,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Local Authority/Health Board Sectors,338,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Private Sector,2504,Fife,2017/18
2018-03-31,S12000047,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,125,Fife,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,All Sectors,1363,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Local Authority/Health Board Sectors,84,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Private Sector,1135,Perth and Kinross,2017/18
2018-03-31,S12000048,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,144,Perth and Kinross,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,All Sectors,4140,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Local Authority/Health Board Sectors,577,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Private Sector,3201,Glasgow City,2017/18
2018-03-31,S12000049,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,362,Glasgow City,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,All Sectors,1739,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Local Authority/Health Board Sectors,42,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Private Sector,1657,North Lanarkshire,2017/18
2018-03-31,S12000050,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,40,North Lanarkshire,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,All Sectors,37390,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Local Authority/Health Board Sectors,4037,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Private Sector,29966,Scotland,2017/18
2018-03-31,S92000003,Older People Aged 65 and Older,Voluntary or Not for Profit Sector,3387,Scotland,2017/18
2018-03-31,S12000005,Other Groups,All Sectors,0,Clackmannanshire,2017/18
2018-03-31,S12000006,Other Groups,All Sectors,0,Dumfries and Galloway,2017/18
2018-03-31,S12000008,Other Groups,All Sectors,0,East Ayrshire,2017/18
2018-03-31,S12000010,Other Groups,All Sectors,0,East Lothian,2017/18
2018-03-31,S12000011,Other Groups,All Sectors,0,East Renfrewshire,2017/18
2018-03-31,S12000013,Other Groups,All Sectors,0,Na h-Eileanan Siar,2017/18
2018-03-31,S12000014,Other Groups,All Sectors,0,Falkirk,2017/18
2018-03-31,S12000017,Other Groups,All Sectors,15,Highland,2017/18
2018-03-31,S12000018,Other Groups,All Sectors,0,Inverclyde,2017/18
2018-03-31,S12000019,Other Groups,All Sectors,0,Midlothian,2017/18
2018-03-31,S12000020,Other Groups,All Sectors,0,Moray,2017/18
2018-03-31,S12000021,Other Groups,All Sectors,0,North Ayrshire,2017/18
2018-03-31,S12000023,Other Groups,All Sectors,0,Orkney Islands,2017/18
2018-03-31,S12000026,Other Groups,All Sectors,0,Scottish Borders,2017/18
2018-03-31,S12000027,Other Groups,All Sectors,0,Shetland Islands,2017/18
2018-03-31,S12000028,Other Groups,All Sectors,0,South Ayrshire,2017/18
2018-03-31,S12000029,Other Groups,All Sectors,28,South Lanarkshire,2017/18
2018-03-31,S12000030,Other Groups,All Sectors,0,Stirling,2017/18
2018-03-31,S12000033,Other Groups,All Sectors,48,Aberdeen City,2017/18
2018-03-31,S12000034,Other Groups,All Sectors,0,Aberdeenshire,2017/18
2018-03-31,S12000035,Other Groups,All Sectors,1,Argyll and Bute,2017/18
2018-03-31,S12000036,Other Groups,All Sectors,20,City of Edinburgh,2017/18
2018-03-31,S12000038,Other Groups,All Sectors,0,Renfrewshire,2017/18
2018-03-31,S12000039,Other Groups,All Sectors,0,West Dunbartonshire,2017/18
